School_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE,Family_Involvement_Icon,Family_Involvement_Score,Environment_Icon,Environment_Score,Instruction_Icon,Instruction_Score,Leaders_Icon,Leaders_Score,Teachers_Icon,Teachers_Score,AVERAGE_STUDENT_ATTENCE,COLLEGE_ENROLLMENT,COMMUNITY_AREA_NUMBER
610044,James Russell Lowell Elementary School,ES,FALSE,Weak,39,,,Weak,39,Average,40,Weak,,,,93.20%,593,23
610174,James Shields Elementary School,ES,FALSE,Weak,38,,,Average,57,Average,58,Weak,,,,97.00%,1834,58
610213,James Wadsworth Elementary School,ES,FALSE,,,,,,,,,Weak,,,,92.20%,277,42
610217,James Ward Elementary School,ES,FALSE,Average,49,Strong,65,Average,50,Average,46,Weak,63,Average,56,97.80%,492,34
610274,James Weldon Johnson Elementary School,ES,FALSE,Strong,67,Weak,38,Strong,61,Strong,75,Weak,63,Strong,66,94.70%,365,29
609772,Jane Addams Elementary School,ES,FALSE,Average,56,Average,50,Average,44,Average,46,Weak,47,Average,44,96.00%,928,52
610093,Jane A Neil Elementary School,ES,FALSE,Average,42,Average,41,Weak,27,Weak,28,Weak,40,Weak,36,88.90%,306,44
609796,Jean Baptiste Beaubien Elementary School,ES,FALSE,Strong,63,,,Average,49,Average,47,Weak,,,,95.70%,1181,11
610031,Jean D Lafayette Elementary School,ES,FALSE,Average,44,Average,53,Average,43,Weak,38,Weak,80,Strong,72,94.10%,474,24
610271,Jensen Elementary Scholastic Academy,ES,FALSE,Weak,35,Average,41,Average,42,Strong,67,Weak,43,Average,40,93.10%,364,27
609932,Jesse Owens Elementary Community Academy,ES,FALSE,,,,,,,,,Weak,,,,91.30%,340,53
610173,Jesse Sherwood Elementary School,ES,FALSE,Weak,38,,,Average,47,Average,58,Weak,,,,92.00%,355,68
609942,Johann W von Goethe Elementary School,ES,FALSE,Strong,75,Strong,61,Strong,68,Average,52,Weak,62,Strong,69,95.80%,786,22
610216,John A Walsh Elementary School,ES,TRUE,Strong,60,,,Strong,70,Very Strong,91,Weak,,,,95.10%,501,31
609789,John Barry Elementary School,ES,FALSE,Weak,35,Average,49,Strong,70,Very Strong,81,Weak,34,Average,41,95.10%,800,20
609894,John B Drake Elementary School,ES,FALSE,Average,59,Weak,20,Average,57,Average,46,Weak,43,Very Weak,16,93.80%,249,35
610089,John B Murphy Elementary School,ES,FALSE,Very Strong,80,,,Strong,75,Average,59,Weak,,,,95.60%,638,16
610243,John Calhoun North Elementary School,ES,FALSE,Average,52,Average,51,Average,44,Average,54,Weak,79,Very Strong,88,95.90%,328,27
609829,John C Burroughs Elementary School,ES,TRUE,Average,50,Average,55,Weak,39,Weak,38,Weak,71,Average,53,95.60%,510,58
609866,John C Coonley Elementary School,ES,FALSE,Very Strong,87,Very Strong,90,Strong,65,Weak,39,Weak,65,Average,56,95.90%,668,5
609893,John C Dore Elementary School,ES,FALSE,Strong,74,Strong,67,Strong,69,Strong,79,Weak,57,Average,51,95.60%,590,64
609959,John Charles Haines Elementary School,ES,FALSE,Weak,32,Average,47,Weak,37,Weak,37,Weak,42,Average,48,98.40%,664,34
610176,John D Shoop Math-Science Technical Academy Elementary School,ES,FALSE,Weak,32,Average,47,Average,43,Average,51,Weak,53,Average,42,93.20%,553,75
609898,John F Eberhart Elementary School,ES,FALSE,Average,42,Average,41,Weak,33,Weak,34,Weak,42,Weak,32,95.30%,1777,66
609919,John Fiske Elementary School,ES,FALSE,Very Weak,13,Weak,24,Weak,37,Average,55,Weak,40,Weak,35,92.90%,254,42
609718,John F Kennedy High School,HS,FALSE,Average,53,Weak,30,Weak,32,Weak,27,Weak,22,Weak,24,83.00%,1589,56
610263,John Foster Dulles Elementary School,ES,FALSE,Average,42,Weak,22,Average,53,Average,42,Weak,32,Weak,21,94.10%,537,69
610228,John Greenleaf Whittier Elementary School,ES,FALSE,Strong,65,,,Average,45,Weak,24,Weak,,,,94.90%,409,31
609694,John Hancock College Preparatory High School,HS,FALSE,Average,51,Average,44,Average,44,Average,41,Weak,37,Average,42,78.20%,967,62
609971,John Harvard Elementary School of Excellence,ES,FALSE,Average,51,Weak,24,Strong,61,Strong,61,Weak,43,Weak,36,93.00%,476,69
609975,John Hay Elementary Community Academy,ES,FALSE,Average,44,,,Average,49,Strong,61,Weak,,,,92.90%,554,25
609964,John H Hamline Elementary School,ES,FALSE,Weak,33,Weak,24,Weak,29,Average,43,Weak,17,Weak,33,94.40%,679,61
610026,John H Kinzie Elementary School,ES,FALSE,Strong,64,,,Average,49,Average,54,Weak,,,,95.40%,733,56
610207,John H Vanderpoel Elementary Magnet School,ES,FALSE,Strong,74,,,Weak,24,Weak,31,Weak,,,,97.20%,317,72
609782,John J Audubon Elementary School,ES,FALSE,Very Strong,95,Strong,73,Strong,75,Strong,60,Weak,60,Strong,65,96.20%,580,5
610126,John J Pershing Elementary Humanities Magnet,ES,FALSE,,,Very Strong,90,,,,,Weak,70,Strong,78,95.50%,258,35
610054,John L Marsh Elementary School,ES,FALSE,Strong,72,Average,53,Average,53,Weak,39,Weak,55,Average,48,95.70%,841,51
609723,John Marshall Metropolitan High School,HS,FALSE,Average,51,Average,52,Average,45,Average,46,Weak,49,Average,42,74.10%,726,27
609710,John M Harlan Community Academy High School,HS,FALSE,,,,,,,,,Weak,,,,81.20%,1245,49
609954,John Milton Gregory Elementary School,ES,FALSE,Average,44,Average,43,Weak,39,Average,43,Weak,66,Average,59,95.20%,323,27
610180,John M Smyth Elementary School,ES,FALSE,Weak,37,,,Average,54,Strong,64,Weak,,,,92.40%,475,28
610199,Johnnie Colemon Elementary Academy,ES,FALSE,Strong,60,,,Average,56,Strong,63,Weak,,,,95.90%,266,53
610111,John Palmer Elementary School,ES,FALSE,Strong,75,,,Strong,61,Strong,68,Weak,,,,96.30%,919,14
609775,John P Altgeld Elementary School,ES,FALSE,Average,48,Weak,37,Strong,64,Average,58,Weak,27,Weak,35,91.90%,527,67
610184,John Spry Elementary Community School,ES,FALSE,Strong,66,Average,59,Strong,70,Strong,67,Weak,52,Average,43,96.20%,809,30
610269,John T McCutcheon Elementary School,ES,FALSE,Average,56,Weak,36,Strong,67,Average,41,Weak,32,Average,42,94.00%,355,3
610130,John T Pirie Fine Arts & Academic Center Elementary School,ES,FALSE,Weak,26,Average,44,Strong,63,Strong,62,Weak,43,Average,46,93.50%,384,44
609864,John W Cook Elementary School,ES,FALSE,,,,,,,,,Weak,,,,94.00%,482,71
609937,John W Garvy Elementary School,ES,FALSE,Strong,60,Strong,70,Average,50,Average,51,Weak,51,Average,55,95.30%,720,10
610225,John Whistler Elementary School,ES,FALSE,Average,45,Weak,32,Average,41,Weak,28,Weak,20,Weak,21,92.40%,375,53
609828,Jonathan Burr Elementary School,ES,FALSE,Strong,71,Strong,66,Strong,68,Average,51,Weak,53,Strong,63,95.90%,348,24
610159,Jonathan Y Scammon Elementary School,ES,FALSE,Average,44,,,Weak,21,Weak,20,Weak,,,,95.90%,937,16
609865,Jordan Elementary Community School,ES,FALSE,Strong,61,Weak,31,Average,57,Average,49,Weak,17,Very Weak,15,95.60%,753,1
610313,Jose De Diego Elementary Community Academy,ES,TRUE,Average,57,Average,53,Weak,37,Average,40,Weak,60,Strong,64,95.00%,869,24
609950,Josefa Ortiz De Dominguez Elementary School,ES,FALSE,,,Strong,69,,,,,Weak,48,Average,54,95.80%,793,30
610242,Joseph Brennemann Elementary School,ES,FALSE,Average,50,Average,56,Average,55,Average,59,Weak,41,Average,54,96.50%,362,3
609938,Joseph E Gary Elementary School,ES,FALSE,Weak,32,Weak,27,Weak,29,Weak,28,Weak,29,Very Weak,17,96.10%,1204,30
610041,Josephine C Locke Elementary School,ES,FALSE,Average,57,Average,47,Average,49,Average,56,Weak,44,Average,45,95.50%,1317,18
610015,Joseph Jungman Elementary School,ES,FALSE,Weak,36,Weak,34,Average,56,Average,53,Weak,20,Average,43,96.40%,286,31
609925,Joseph Kellman Corporate Community Elementary School,ES,FALSE,Average,58,Strong,68,Average,42,Average,45,Weak,37,Average,50,95.20%,293,27
610043,Joseph Lovett Elementary School,ES,FALSE,Average,43,,,Weak,32,Weak,22,Weak,,,,95.40%,490,25
610189,Joseph Stockton Elementary School,ES,FALSE,Weak,37,,,Average,51,Strong,68,Weak,,,,94.90%,462,3
610218,Joseph Warren Elementary School,ES,FALSE,Weak,33,Average,55,Average,49,Average,40,Weak,,,,95.00%,328,48
610019,Joshua D Kershaw Elementary School,ES,FALSE,Strong,62,Strong,63,Strong,69,Average,56,Weak,50,Average,59,94.80%,262,68
610129,Josiah Pickard Elementary School,ES,FALSE,Average,50,Weak,36,Weak,35,Weak,37,Weak,32,Weak,34,95.80%,656,31
610022,Joyce Kilmer Elementary School,ES,FALSE,,,Average,43,,,,,Weak,43,Average,42,96.00%,886,1
610253,Julia C Lathrop Elementary School,ES,FALSE,Strong,67,,,Average,58,Weak,26,Weak,,,,90.50%,83,29
610000,Julia Ward Howe Elementary School of Excellence,ES,FALSE,Strong,67,Average,46,Very Strong,90,Strong,69,Weak,59,Strong,67,96.00%,576,25
610280,Kate S Buckingham Special Education Center,ES,FALSE,Weak,31,,,Weak,24,Weak,20,Weak,,,,83.40%,26,48
610016,Kate S Kellogg Elementary School,ES,FALSE,Strong,76,,,Average,57,Strong,63,Weak,,,,96.30%,283,72
609716,Kelvyn Park High School,HS,FALSE,Weak,32,Weak,28,Weak,32,Weak,28,Weak,19,Average,43,74.40%,1252,20
609746,Kenwood Academy High School,HS,FALSE,Strong,63,,,Average,48,Average,56,Weak,,,,88.40%,1852,39
609719,Lake View High School,HS,FALSE,Strong,64,,,Average,52,Average,43,Weak,,,,87.70%,1500,6
610368,Langston Hughes Elementary School,ES,FALSE,Weak,28,Average,54,Very Weak,16,Weak,30,Weak,62,Average,48,90.00%,424,49
610033,LaSalle Elementary Language Academy,ES,FALSE,Very Strong,99,Strong,79,Strong,62,Average,52,Weak,39,Average,43,96.80%,576,7
610520,LaSalle II Magnet Elementary School,ES,FALSE,Strong,66,Very Strong,81,Weak,36,Average,52,Weak,83,Strong,79,95.10%,609,24
609910,Laughlin Falconer Elementary School,ES,FALSE,Average,54,Weak,24,Average,48,Weak,27,Weak,22,Weak,30,96.10%,1520,19
610133,Laura S Ward Elementary School,ES,FALSE,,,,,,,,,Weak,,,,92.90%,429,23
610034,Lawle Elementary Community Academy,ES,FALSE,,,,,,,,,Weak,,,,91.00%,508,29
610024,Lazaro Cardenas Elementary School,ES,FALSE,,,Average,58,,,,,Weak,62,Average,58,96.30%,654,30
609907,Leif Ericson Elementary Scholastic Academy,ES,FALSE,Weak,33,,,Average,49,Average,52,Weak,,,,94.70%,518,27
610298,Lenart Elementary Regional Gifted Center,ES,FALSE,Strong,79,Average,58,Average,51,Strong,67,Weak,50,Strong,63,97.40%,328,44
610036,Leslie Lewis Elementary School,ES,FALSE,Weak,21,Weak,37,Weak,36,Strong,64,Weak,30,Average,48,91.80%,565,25
609738,Lincoln Park High School,HS,FALSE,Strong,65,Strong,61,Average,44,Average,49,Weak,45,Average,45,84.60%,2342,7
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,FALSE,Average,42,,,Weak,34,Weak,28,Weak,,,,95.00%,658,70
609834,Little Village Elementary School,ES,FALSE,Average,45,Average,43,Average,52,Strong,66,Weak,45,Average,43,96.70%,842,30
610325,Logale Middle School,MS,FALSE,Average,56,,,Weak,32,Weak,28,Weak,,,,95.10%,941,21
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,FALSE,Average,57,Average,47,Average,43,Average,46,Weak,30,Weak,32,94.70%,455,22
609773,Louis A Agassiz Elementary School,ES,FALSE,Average,53,,,Weak,23,Weak,21,Weak,,,,95.20%,432,6
609774,Louisa May Alcott Elementary School,ES,FALSE,,,Strong,66,,,,,Weak,56,Average,57,96.60%,481,7
610156,Louis Armstrong Math & Science Elementary School,ES,FALSE,Average,42,,,Average,49,Strong,62,Weak,,,,92.60%,93,25
610094,Louis Nettelhorst Elementary School,ES,FALSE,Average,58,,,Weak,34,Weak,30,Weak,,,,95.50%,729,6
610117,Louis Pasteur Elementary School,ES,FALSE,Average,50,,,Average,42,Weak,38,Weak,,,,95.00%,1173,62
610237,Ludwig Van Beethoven Elementary School,ES,FALSE,Average,40,,,Average,58,Average,59,Weak,,,,93.70%,411,38
610108,Luke O'Toole Elementary School,ES,FALSE,Very Weak,5,,,Weak,33,Average,40,Weak,,,,89.20%,511,67
609818,Luther Burbank Elementary School,ES,FALSE,Weak,37,,,Average,42,Weak,34,Weak,,,,95.20%,1139,19
609817,Lyman A Budlong Elementary School,ES,FALSE,Average,59,Average,56,Weak,33,Weak,38,Weak,44,Average,41,95.40%,864,4
610205,Lyman Trumbull Elementary School,ES,FALSE,Average,56,,,Average,47,Weak,25,Weak,,,,94.30%,438,77
610369,Mahalia Jackson Elementary School,ES,FALSE,Weak,38,,,Average,54,Strong,66,Weak,,,,92.50%,323,71
610197,Mancel Talcott Elementary School,ES,FALSE,Strong,63,Average,58,Average,59,Strong,71,Weak,53,Average,55,95.80%,580,24
609722,Manley Career Academy High School,HS,FALSE,Average,41,Weak,39,Average,43,Weak,31,Weak,19,Weak,32,66.80%,599,27
609872,Manuel Perez Elementary School,ES,TRUE,Average,45,,,Average,42,Average,45,Weak,,,,95.90%,426,31
610128,Marcus Moziah Garvey Elementary School,ES,FALSE,Average,50,,,Average,50,Average,48,Weak,,,,94.00%,356,73
610544,Mariano Azuela Elementary School,ES,FALSE,Average,54,Very Strong,96,Strong,61,Very Strong,81,Weak,73,Very Strong,84,95.50%,873,65
610017,Maria Saucedo Elementary Scholastic Academy,ES,FALSE,Strong,60,,,Average,55,Strong,64,Weak,,,,96.80%,1306,30
609756,Marie Sklodowska Curie Metropolitan High School,HS,FALSE,Average,43,Weak,35,Weak,37,Average,45,Weak,33,Weak,39,85.00%,3320,57
610502,Marine Military Math and Science Academy,HS,FALSE,Average,41,Average,49,Weak,38,Weak,34,Weak,53,Weak,35,91.30%,366,28
610081,Mark Sheridan Elementary Math & Science Academy,ES,FALSE,Strong,74,Average,59,Average,53,Strong,63,Weak,59,Strong,63,96.80%,535,60
610177,Mark Skinner Elementary School,ES,FALSE,Very Strong,87,,,Average,48,Average,53,Weak,,,,97.10%,784,28
610206,Mark Twain Elementary School,ES,FALSE,Strong,67,Strong,76,Average,46,Average,44,Weak,84,Strong,71,96.30%,1161,56
610053,Marquette Elementary School,ES,FALSE,Very Weak,15,,,Very Weak,17,Very Weak,17,Weak,,,,93.10%,1390,66
610152,Martha Ruggles Elementary School,ES,FALSE,Average,43,,,Weak,37,Average,41,Weak,,,,93.90%,417,69
610154,Martin A Ryerson Elementary School,ES,FALSE,Average,40,Weak,32,Average,48,Average,43,Weak,41,Weak,37,95.50%,445,23
610539,Marvin Camras Elementary School,ES,FALSE,Average,54,Average,58,Weak,37,Average,41,Weak,83,Very Strong,88,95.10%,826,19
610355,Mary E Courtenay Elementary Language Arts Center,ES,FALSE,Very Strong,99,,,Very Strong,95,Very Strong,80,Weak,,,,94.90%,257,6
610312,Mary E McDowell Elementary School,ES,FALSE,,,Average,49,,,,,Weak,74,Average,53,95.50%,188,48
610127,Mary Gage Peterson Elementary School,ES,FALSE,Strong,62,,,Average,49,Average,58,Weak,,,,95.50%,860,13
610046,Mary Lyon Elementary School,ES,FALSE,Average,55,,,Average,42,Weak,38,Weak,,,,95.90%,1423,19
609888,Mary Mapes Dodge Elementary Renaissance Academy,ES,FALSE,Average,57,Strong,61,Strong,68,Strong,73,Weak,77,Very Strong,83,94.40%,434,27
610365,Mary McLeod Bethune Elementary School,ES,FALSE,Average,53,Average,47,Average,53,Weak,39,Weak,31,Average,46,93.30%,362,27
610535,Mason High School,HS,FALSE,Average,50,,,Average,59,Average,59,Weak,,,,90.40%,48,29
610240,Matthew A Henson Elementary School,ES,FALSE,Weak,37,,,Weak,34,Weak,22,Weak,,,,90.90%,271,29
609935,Matthew Gallistel Elementary Language Academy,ES,FALSE,Average,49,Average,45,Weak,37,Weak,32,Weak,49,Average,40,95.10%,1408,52
610362,Medgar Evers Elementary School,ES,FALSE,Weak,27,,,Weak,35,Average,49,Weak,,,,94.90%,367,73
609928,Melville W Fuller Elementary School,ES,FALSE,Weak,22,,,Weak,32,Weak,33,Weak,,,,91.80%,241,38
610055,Michael Faraday Elementary School,ES,FALSE,Weak,35,,,Strong,65,Strong,66,Weak,,,,93.30%,194,27
609832,Michael M Byrne Elementary School,ES,FALSE,Strong,63,Strong,61,Weak,35,Weak,38,Weak,59,Average,57,94.60%,705,56
610244,Michele Clark Academic Prep Magnet High School,HS,FALSE,,,,,,,,,Weak,,,,79.10%,726,25
610208,Mildred I Lavizzo Elementary School,ES,FALSE,Very Weak,15,Weak,35,Average,41,Average,46,Weak,39,Weak,30,91.50%,394,49
609830,Milton Brunson Math & Science Specialty Elementary School,ES,FALSE,Weak,30,,,Weak,30,Average,45,Weak,,,,91.30%,658,25
610011,Minnie Mars Jamieson Elementary School,ES,FALSE,Strong,64,Average,50,Strong,62,Strong,66,Weak,55,Average,41,95.70%,811,2
610018,Miriam G Canter Middle School,MS,FALSE,Average,57,Average,55,Weak,31,Weak,37,Weak,61,Strong,62,91.40%,222,39
609725,Morgan Park High School,HS,FALSE,Average,40,,,Weak,25,Weak,38,Weak,,,,84.20%,1584,75
610257,Morton School of Excellence,ES,FALSE,Average,53,Average,49,Strong,66,Strong,63,Weak,86,Very Strong,95,93.60%,349,23
610075,Moses Montefiore Special Elementary School,ES,FALSE,Weak,28,,,Average,42,Very Weak,14,Weak,,,,80.40%,21,28
610082,Mount Greenwood Elementary School,ES,FALSE,Very Strong,84,,,Average,58,Weak,38,Weak,,,,96.00%,909,74
610086,Mount Vernon Elementary School,ES,FALSE,Weak,31,Weak,26,Average,42,Average,44,Weak,14,Very Weak,19,93.30%,290,73
610385,Multicultural Academy of Scholarship,HS,FALSE,Average,48,,,Average,47,Average,42,Weak,,,,89.20%,324,30
609806,Myra Bradwell Communications Arts & Sciences Elementary School,ES,FALSE,Weak,31,Weak,35,Average,41,Average,50,Weak,52,Average,54,92.10%,775,43
609952,Nathanael Greene Elementary School,ES,TRUE,,,,,,,,,Weak,,,,95.50%,631,59
609960,Nathan Hale Elementary School,ES,FALSE,Average,55,Strong,63,Average,51,Average,56,Weak,75,Strong,65,94.50%,872,64
610134,Nathaniel Pope Elementary School,ES,FALSE,Average,48,,,Strong,73,Very Strong,83,Weak,,,,91.60%,200,29
610348,Nathan R Goldblatt Elementary School,ES,FALSE,Average,49,,,Very Strong,80,Very Strong,99,Weak,,,,92.90%,268,26
609876,Nathan S Davis Elementary School,ES,FALSE,Average,43,,,Average,41,Average,46,Weak,,,,95.10%,1032,58
610231,National Teachers Elementary Academy,ES,FALSE,Strong,67,Strong,70,Strong,65,Strong,60,Weak,59,Average,46,94.70%,446,33
609692,Neal F Simeon Career Academy High School,HS,FALSE,Average,52,,,Weak,33,Average,42,Weak,,,,78.60%,1535,44
610085,Near North Elementary School,ES,FALSE,Average,50,,,Weak,27,Weak,23,Weak,,,,80.20%,91,24
610284,New Field Elementary School,ES,FALSE,,,,,,,,,Weak,,,,96.20%,696,1
610323,New Millennium High School of Health at Bowen,HS,FALSE,Very Weak,17,Weak,23,Weak,37,Weak,25,Weak,29,Very Weak,6,75.60%,701,46
609792,Newton Bateman Elementary School,ES,FALSE,Average,55,Weak,36,Average,50,Average,47,Weak,25,Weak,34,96.20%,1015,16
609730,Nicholas Senn High School,HS,FALSE,Average,48,,,Average,45,Average,42,Weak,,,,81.70%,1053,77
609793,Nicholson Technology Academy,ES,FALSE,Average,48,Weak,37,Strong,74,Strong,73,Weak,42,Weak,39,93.40%,464,68
609961,Ninos Heroes Elementary Academic Center,ES,FALSE,Weak,36,,,Strong,61,Average,55,Weak,,,,93.90%,435,46
609810,Norman A Bridge Elementary School,ES,FALSE,Strong,67,,,Average,49,Weak,35,Weak,,,,95.60%,1004,17
609691,North-Grand High School,HS,FALSE,Average,42,,,Weak,39,Weak,25,Weak,,,,88.60%,883,23
610354,North River Elementary School,ES,FALSE,Strong,67,Strong,60,Average,53,Average,51,Weak,47,Average,47,95.60%,359,14
609749,Northside College Preparatory High School,HS,FALSE,Very Strong,99,,,Very Strong,99,Very Strong,88,Weak,,,,95.70%,1053,13
609762,Percy L Julian High School,HS,FALSE,Weak,28,Average,50,Weak,30,Weak,35,Weak,53,Average,51,74.60%,1226,73
609744,Northside Learning Center High School,HS,FALSE,Very Strong,99,Very Strong,99,Very Strong,81,Weak,34,Weak,75,Very Strong,84,89.80%,298,13
610051,Northwest Middle School,MS,FALSE,Weak,34,,,Very Weak,17,Very Weak,13,Weak,,,,93.40%,756,19
610099,Norwood Park Elementary School,ES,FALSE,Very Strong,99,Very Strong,86,Strong,69,Strong,68,Weak,31,Weak,32,95.50%,359,10
610529,Ogden International High School,HS,FALSE,Average,56,,,Weak,39,Weak,24,Weak,,,,94.20%,558,24
610201,Ole A Thorp Elementary Scholastic Academy,ES,FALSE,Strong,70,Strong,61,Average,47,Average,40,Weak,47,Average,57,96.40%,834,17
610300,Oliver S Westcott Elementary School,ES,FALSE,Weak,30,Average,41,Average,48,Average,54,Weak,47,Average,47,92.60%,413,44
609997,Oliver Wendell Holmes Elementary School,ES,FALSE,Weak,21,,,Weak,23,Average,41,Weak,,,,87.00%,334,68
610105,Oriole Park Elementary School,ES,FALSE,Very Strong,99,,,Very Strong,88,Strong,71,Weak,,,,96.50%,648,10
610329,Orozco Fine Arts & Sciences Elementary School,ES,FALSE,Average,55,,,Weak,34,Average,44,Weak,,,,97.60%,636,31
610389,Orr Academy High School,HS,FALSE,,,,,,,,,Weak,,,,66.30%,831,23
609811,Orville T Bright Elementary School,ES,FALSE,Very Weak,18,,,Weak,28,Weak,27,Weak,,,,92.20%,361,51
610367,Oscar DePriest Elementary School,ES,FALSE,Weak,35,Weak,39,Average,47,Average,53,Weak,51,Weak,39,92.70%,524,25
610059,Oscar F Mayer Elementary School,ES,FALSE,Strong,67,,,Weak,35,Average,46,Weak,,,,95.00%,605,7
610021,Pablo Casals Elementary School,ES,FALSE,,,,,,,,,Weak,,,,92.00%,505,23
610115,Park Manor Elementary School,ES,FALSE,Weak,28,Average,42,Average,42,Average,48,Weak,69,Strong,67,94.90%,352,69
610116,Parkside Elementary Community Academy,ES,FALSE,,,,,,,,,Weak,,,,89.80%,348,43
609988,Patrick Henry Elementary School,ES,FALSE,Average,45,Average,56,Average,46,Average,43,Weak,68,Average,45,95.10%,650,16
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,FALSE,Average,51,Strong,60,Average,45,Average,54,Weak,66,Very Strong,83,93.60%,512,71
609676,Paul Laurence Dunbar Career Academy High School,HS,FALSE,Weak,29,Average,57,Weak,31,Weak,37,Weak,57,Average,49,76.90%,1456,35
610146,Paul Revere Elementary School,ES,FALSE,Weak,36,,,Average,42,Average,56,Weak,,,,92.40%,320,69
609707,Paul Robeson High School,HS,FALSE,Weak,29,,,Weak,33,Average,40,Weak,,,,73.50%,733,68
609791,Perkins Bass Elementary School,ES,FALSE,Weak,28,Average,50,Average,47,Average,57,Weak,52,Average,42,92.10%,369,68
610395,Pershing West Middle School,MS,FALSE,Average,46,Average,53,Weak,34,Average,55,Weak,76,Average,58,96.20%,269,35
610145,Peter A Reinberg Elementary School,ES,FALSE,Strong,60,Average,51,Weak,35,Weak,30,Weak,60,Average,54,95.80%,832,15
609867,Peter Cooper Elementary Dual Language Academy,ES,FALSE,,,,,,,,,Weak,,,,96.20%,709,31
610147,Philip Rogers Elementary School,ES,FALSE,Very Strong,81,Strong,76,Strong,68,Strong,62,Weak,75,Strong,64,96.40%,735,2
609777,Phillip D Armour Elementary School,ES,FALSE,Weak,36,,,Weak,34,Very Weak,14,Weak,,,,93.90%,365,60
610090,Phillip Murray Elementary Language Academy,ES,FALSE,Strong,66,,,Weak,34,Weak,37,Weak,,,,95.60%,533,41
609981,Phobe Apperson Hearst Elementary School,ES,FALSE,Weak,33,,,Weak,31,Weak,27,Weak,,,,92.10%,364,56
610304,Phoenix Military Academy High School,HS,FALSE,Average,53,,,Average,59,Strong,78,Weak,,,,92.10%,461,28
610013,Pilsen Elementary Community Academy,ES,FALSE,Average,43,Average,40,Average,49,Average,55,Weak,16,Weak,37,96.00%,447,31
610135,Portage Park Elementary School,ES,FALSE,Strong,62,,,Average,46,Weak,32,Weak,,,,94.20%,1139,15
610138,Pulaski International Academy Elmentary School,ES,FALSE,Strong,68,Average,45,Average,54,Average,57,Weak,26,Weak,23,96.10%,864,22
609842,Rachel Carson Elementary School,ES,FALSE,Weak,38,Weak,36,Average,45,Average,56,Weak,26,Weak,36,97.60%,1222,63
609902,Ralph H Metcalfe Elementary Community Academy,ES,FALSE,,,,,,,,,Weak,,,,94.90%,489,53
610141,Ravenswood Elementary School,ES,FALSE,Average,46,,,Average,42,Average,41,Weak,,,,94.90%,465,6
609769,Ray Graham Training Center High School,HS,FALSE,Very Strong,90,Very Strong,82,Average,52,Weak,39,Weak,63,Average,52,86.30%,137,33
609903,Richard Edwards Elementary School,ES,FALSE,Average,48,Average,48,Weak,38,Average,41,Weak,49,Average,49,95.30%,1503,57
610291,Richard Henry Lee Elementary School,ES,FALSE,Average,59,,,Average,46,Weak,35,Weak,,,,95.00%,832,65
610239,Richard J Daley Elementary Academy,ES,FALSE,Weak,29,Average,40,Weak,37,Average,46,Weak,50,Average,42,94.90%,797,61
610102,Richard J Oglesby Elementary School,ES,FALSE,Average,44,Average,40,Average,49,Average,49,Weak,43,Weak,32,94.40%,402,71
609702,Richard T Crane Technical Preparatory High School,HS,FALSE,Average,43,,,Average,50,Average,48,Weak,,,,57.90%,478,28
610234,Richard Yates Elementary School,ES,FALSE,Average,42,,,Strong,66,Strong,73,Weak,,,,93.70%,690,22
609695,Roald Amundsen High School,HS,FALSE,Average,51,Average,44,Average,43,Average,42,Weak,27,Average,41,81.10%,1532,4
610350,Robert A Black Magnet Elementary School,ES,FALSE,Strong,68,,,Strong,63,Average,58,Weak,,,,96.00%,474,48
609906,Robert Emmet Elementary School,ES,FALSE,Weak,37,,,Strong,64,Strong,71,Weak,,,,89.80%,460,25
609929,Robert Fulton Elementary School,ES,FALSE,Average,46,Average,41,Strong,63,Strong,63,Weak,53,Weak,39,95.10%,466,61
609979,Robert Healy Elementary School,ES,FALSE,Strong,63,,,Average,54,Weak,36,Weak,,,,96.60%,1384,60
610045,Robert H Lawrence Elementary School,ES,FALSE,Very Weak,19,Weak,29,Average,40,Average,51,Weak,35,Weak,30,90.70%,371,51
609956,Robert L Grimes Elementary School,ES,FALSE,Strong,79,Strong,64,Average,56,Average,59,Weak,72,Strong,71,95.20%,486,64
610391,Robert Lindblom Math & Science Academy High School,HS,FALSE,Strong,66,,,Strong,75,Very Strong,85,Weak,,,,92.70%,916,67
610252,Robert Nathaniel Dett Elementary School,ES,FALSE,Average,48,,,Average,51,Strong,65,Weak,,,,94.40%,250,28
609759,Roberto Clemente Community Academy High School,HS,FALSE,Average,44,Weak,31,Weak,39,Weak,34,Weak,28,Weak,25,69.60%,1016,24
610029,Rodolfo Lozano Bilingual & International Center Elementary School,ES,FALSE,Average,55,,,Weak,39,Weak,37,Weak,,,,94.80%,319,24
609733,Roger C Sullivan High School,HS,FALSE,Weak,30,Average,44,Weak,34,Weak,34,Weak,42,Weak,33,81.60%,826,1
610091,Ronald Brown Elementary Community Academy,ES,FALSE,Weak,31,Weak,26,Average,52,Weak,33,Weak,48,Average,45,93.80%,283,53
